config,query_id,query,n_relevant,pool_size,retrieved_top10,n_relevant_in_pool,MRR@5,Recall@5,Recall@10,time_s
hybrid_interleave_no_reranker,8,How are pretrained language models and embedding techniques used for semantic understanding of scientific text?,12,315,37c0aaffc2435871009ce1a31a4c2fc982c519b7; 52724f2baba8d7099fcb614878267958c2794b00; 958bb3831589246fe5b6b58cf99e3b65c58d027f; a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 686d9ee744fa013cc21cdd86acd864c936e9e456; e8bfdea65560f1513c8218c4745eed0c380fbe92; 89ddc52b54c38c6ece03943bb268598452ccf999; f2df1a1c2c157bf53233a6648deb5135746fec43; b4076046f55b8005d82489728df5ea24ffcd0281; 627aa6280bfab5776ed3daac9102978d39581af6,6,0.25,0.0833,0.1667,5.94
hybrid_interleave_no_reranker,9,"What benchmarks, evaluation methods, and datasets are used to assess RAG and information retrieval system performance?",14,320,d6311085287a07fd0c9d38dd903974f1bfbdf942; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; 418080fd96670ff19d15b4cfa3badaa6aadc19fe; 3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; e663f431579bdde874795c4e0ae6b58249de695f; c919f252e1d23638ba6a420bc7d222d07bfabd38; 9f6ab10492aaf484c66e567bb7af78a60e54c984; e6554e7d6b75f36a37765cb4d833a3474671ca8d; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9,5,0.0,0.0,0.0,5.35
hybrid_interleave_no_reranker,10,"How can AI systems assist in peer review, quality assessment, and research impact evaluation of scholarly work?",13,365,c919f252e1d23638ba6a420bc7d222d07bfabd38; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b; 36ce12cadada7523bcce7edb4a704eba08baa520; 9f3ae8055e227edb413c54417c9c216f1f554f52; 3b56e66904af5310728277eca4281062f1d66343; 550b13792eae8af534fc5744ada22762005e99a5; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; 0c561f33ae15decbbe699b05e02e1299b8dea58b; 5e04344703373e24772ef656354ee1d7078b9aae,5,0.3333,0.1538,0.2308,4.41
b800_hybrid_reranker,1,How do graph-based and multi-step retrieval methods enhance retrieval-augmented generation systems?,18,367,f26699c40f43ee6f9e93f668e419c35f09c799af; f135b8dd5661c7ad3cb558a5133aa2728393f620; 9a170e202b071c32740bbd7b37b3fb3effda5466; c67a16f1b60bdd5c0c3fdc201e1d88721cb86ba1; 573721af3692834841c3e82303a3bfabb98423b9; e23f86a3021bb728af4a2d7f70cccb50ff91f4eb; 938908bc82d5c37b1df2c76d4fbdbdf2075e50de; 17023295658ea94409a1e33a427ea3509b583ef5; 98428ba7cc444b127ff5fa5244ce9390f0e1cf58; 07eda6692b476bcdf21c3dc6803af48c15072a41,9,1.0,0.2778,0.3333,23.49
b800_hybrid_reranker,2,How are knowledge graphs constructed and applied to organize scholarly and scientific information?,19,412,a60f8498e85f01ec72120c153aa92387f8841a31; dfbe1fcd18742d71d2807506120aab24485491c8; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; 87e367d76e5c63c834bf77b4f6ea8bce6cdb5553; 166b8ba6d993278315333196d1009bac96818c8f; adb68c59226e1c3ce5ea9c259c760a738a4870df; f135b8dd5661c7ad3cb558a5133aa2728393f620; db5adab6b866e14ef1216716f9cb3783f65f5042; 5f60655778fd0e3cb849c719797585e0e97912a2; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b,15,1.0,0.2632,0.4737,12.45
b800_hybrid_reranker,3,What methods are used for automated information extraction from scientific and biomedical text?,17,401,c919f252e1d23638ba6a420bc7d222d07bfabd38; 686d9ee744fa013cc21cdd86acd864c936e9e456; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 172005153bfd833557e794d1f068a8e44094457f; 3c6978ed377ace2b921748f40b0d7431ebbfeb7c; 582616fe83a85f095a16778c28297723e25b0ea7; 0cc1befaf72ca96c2a5034d004132da1b7bbc58b; 87e367d76e5c63c834bf77b4f6ea8bce6cdb5553; 87078d95bee341a1767034d9432fb34937ecf65a,12,0.5,0.1765,0.3529,12.22
b800_hybrid_reranker,4,How can NLP tools support researchers in conducting systematic literature reviews and evidence synthesis?,17,386,0cc1befaf72ca96c2a5034d004132da1b7bbc58b; 36ce12cadada7523bcce7edb4a704eba08baa520; 3a66e3a6fe1f9e1d95140f0c8fefc4ff964ba89d; db5adab6b866e14ef1216716f9cb3783f65f5042; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b; 966662b18fc5c4a6e29a06f56975dbdd44ab63eb; 5f60655778fd0e3cb849c719797585e0e97912a2; 87e367d76e5c63c834bf77b4f6ea8bce6cdb5553; 6ea3fffea0eb682720f38c5eb8b996393e030df2; f5b484e7e490c9e727575086877cecdb121f55dc,8,0.5,0.1765,0.2941,8.52
b800_hybrid_reranker,5,What bibliometric and citation analysis methods reveal research trends and collaboration patterns?,19,412,9ac693104ac49f94eab23930e2fc8bedf6db9bea; 586aa6ddedea42042cacf92431eb568c346eeea7; 3f04900ff0b01b2912625967407cc53188212893; beabb3d31625fbbdba7e720d4d5baa6aac5d7b16; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b; 0c795b7e94b74060fcc5183101661fe125e81aaf; 0905b384bc98e40c5a9ca20027f5fab3fbc455b4; e11c67919830bb0a29a86b05936d467227accc81; 2f586042d52af9fd9986d8e087665a96187aa8e7; ab0523731848474848c3348d91c659cc62182ac0,14,1.0,0.2105,0.3684,10.3
b800_hybrid_reranker,6,What techniques reduce factual hallucination in large language model outputs?,20,401,b9942b39912e0f37068e8ca2e5494cd22c4a9f9c; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9; 9f6ab10492aaf484c66e567bb7af78a60e54c984; 56444b35418f75d7a400f421d62516a6539c48c4; d4a5c2ab2b459426869e1a3ab1550897b005303e; 347604483bf70b1863dc5dd4f21fe7abe6da5abc; 02e343eac6a848d528dc84aa53e3cdaaf7df0ae6; 94034fd2ed4b6cf41113abb7adc9ae469313c958; 686d9ee744fa013cc21cdd86acd864c936e9e456; 40252c9440ca7450f5a15156d2116fc3981127f2,12,1.0,0.25,0.45,14.99
b800_hybrid_reranker,7,"What deep learning and language model approaches are used for classifying, tagging, or organizing scientific text?",14,446,e7dcdfb7734d59b97f825cce8b3105a2d9b14d10; 94034fd2ed4b6cf41113abb7adc9ae469313c958; a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 812b6f4dd78edb52959a660c1ac3cdcf5f8e13c6; 582616fe83a85f095a16778c28297723e25b0ea7; 76fc5b6ed56a286cdb1ab652b9160cf027e66d2b; 87078d95bee341a1767034d9432fb34937ecf65a; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 686d9ee744fa013cc21cdd86acd864c936e9e456; 86bca4f379e5e626430193f6bc5731be027d043d,10,1.0,0.2143,0.2857,14.67
b800_hybrid_reranker,8,How are pretrained language models and embedding techniques used for semantic understanding of scientific text?,12,367,a550ad9d7f47b65f7788287a23717a4f7c5b75c7; 87078d95bee341a1767034d9432fb34937ecf65a; b4076046f55b8005d82489728df5ea24ffcd0281; 37c0aaffc2435871009ce1a31a4c2fc982c519b7; 172005153bfd833557e794d1f068a8e44094457f; 50068fbea4d1cafcf4c99873ab272c701c08dfcb; 0024db5f46651b7e1dd593cc33e740bead341fa8; 0d244e25ffb587147be583eb90b1d6eca6740e26; 3605d3aacfa071d9c97b06d834f021baa61625f4; 86bca4f379e5e626430193f6bc5731be027d043d,6,1.0,0.25,0.3333,11.52
b800_hybrid_reranker,9,"What benchmarks, evaluation methods, and datasets are used to assess RAG and information retrieval system performance?",14,372,938908bc82d5c37b1df2c76d4fbdbdf2075e50de; 1cdbb922dcc977100e381a5debedb37994d27363; 9a170e202b071c32740bbd7b37b3fb3effda5466; 98428ba7cc444b127ff5fa5244ce9390f0e1cf58; 94034fd2ed4b6cf41113abb7adc9ae469313c958; 17023295658ea94409a1e33a427ea3509b583ef5; 3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0; 0333e9fabfd144baddc6895381df6863456c3822; 40252c9440ca7450f5a15156d2116fc3981127f2; 0c57cb87fcfb345ddc13bab3f20e9c203bac52e9,5,1.0,0.2857,0.3571,12.72
